Basename,Opt. Per.,N. Lines,Avg. Lon.,Avg. Lat.,Avg. Zen.,RDN,LOC,OBS,TIM,LBL,L0,Temperature,Beta Angle
M3G20090211T045412,OP1B,25884,-72.969,22.102,65.852,1,1,1,1,1,1,148.5439911,53.98
M3G20090211T053806,OP1B,2107,-72.836,-50.222,69.63,1,1,1,1,1,1,148.5439911,54.03
M3G20090211T062432,OP1B,278,106.621,8.011,122.983,0,1,1,1,0,0,148.7360077,54.03
M3G20090211T070332,OP1B,27799,-73.773,-17.166,66.341,1,1,1,1,1,1,148.4799957,54.08
M3G20090211T082232,OP1B,282,105.532,7.853,122.906,0,1,1,1,0,0,148.7360077,54.12
M3G20090211T085032,OP1B,4437,-75.651,76.571,82.439,1,1,1,1,1,1,148.4799957,54.12
M3G20090211T085804,OP1B,23357,-75.003,5.124,63.03,1,1,1,1,1,1,148.5439911,54.12
M3G20090211T102032,OP1B,278,104.455,7.689,122.84,0,1,1,1,0,0,148.7360077,54.22
M3G20090211T105952,OP1B,27796,-75.85,-17.783,66.529,1,1,1,1,1,1,148.4799957,54.22
M3G20090211T121833,OP1B,278,103.378,7.538,122.772,0,1,1,1,0,0,148.7360077,54.27
M3G20090211T124632,OP1B,1467,-78.833,84.482,86.724,1,1,1,1,1,1,148.4799957,54.27
M3G20090211T171539,OP1B,8471,-79.283,-33.556,63.851,1,1,1,1,1,1,148.352005,54.45
M3G20090211T181252,OP1B,283,100.141,8.125,122.466,0,1,1,1,0,0,148.6719971,54.5
M3G20090211T185152,OP1B,24103,-80.369,-7.453,63.889,1,1,1,1,1,1,148.352005,54.5
M3G20090211T193245,OP1B,3691,-78.873,-79.537,84.632,1,1,1,1,1,1,148.4799957,54.55
M3G20090211T201052,OP1B,278,99.061,7.966,122.398,0,1,1,1,0,0,148.6080017,54.6
M3G20090211T203852,OP1B,27794,-81.645,16.608,66.467,1,1,1,1,1,1,148.352005,54.6
M3G20090211T220852,OP1B,278,97.981,7.804,122.328,0,1,1,1,0,0,148.5439911,54.69
M3G20090211T224812,OP1B,13221,-82.588,20.006,61.259,1,1,1,1,1,1,148.223999,54.69
M3G20090211T231038,OP1B,14573,-81.863,-51.815,71.889,1,1,1,1,1,1,148.1600037,54.69
M3G20090212T000652,OP1B,283,96.9,7.627,122.259,0,1,1,1,0,0,148.5439911,54.74
M3G20090212T003453,OP1B,25204,-83.848,23.615,66.354,1,1,1,1,1,1,148.223999,54.74
M3G20090212T011737,OP1B,2786,-83.544,-48.521,69.354,1,1,1,1,1,1,148.223999,54.79
M3G20090212T020452,OP1B,283,95.819,7.44,122.191,0,1,1,1,0,0,148.4799957,54.84
M3G20090212T024412,OP1B,27801,-84.434,-17.268,66.896,1,1,1,1,1,1,148.223999,54.84
M3G20090212T040252,OP1B,283,94.737,7.239,122.123,0,1,1,1,0,0,148.1600037,54.93
M3G20090212T043052,OP1B,6609,-86.764,71.644,80.158,1,1,1,1,1,1,148.1600037,54.93
M3G20090212T044205,OP1B,21387,-85.802,-0.087,62.697,1,1,1,1,1,1,148.1600037,54.93
M3G20090212T060052,OP1B,283,93.656,7.037,122.054,0,1,1,1,0,0,148.2879944,54.98
M3G20090212T064032,OP1B,24262,-86.846,-8.688,64.428,1,1,1,1,1,1,148.2879944,54.98
M3G20090212T072141,OP1B,3538,-84.08,-80.708,85.316,1,1,1,1,1,1,148.2879944,55.03
M3G20090212T075913,OP1B,277,92.576,7.835,121.9,0,1,1,1,0,0,148.352005,55.03
M3G20090212T082712,OP1B,27992,-88.166,16.259,66.863,1,1,1,1,1,1,148.0980072,55.08
M3G20090212T095713,OP1B,278,91.497,7.623,121.836,0,1,1,1,0,0,148.1600037,55.12
M3G20090212T103632,OP1B,7662,-89.105,34.403,64.274,1,1,1,1,1,1,147.9120026,55.17
M3G20090212T104932,OP1B,20131,-88.6,-37.166,68.232,1,1,1,1,1,1,147.9120026,55.17
M3G20090212T115512,OP1B,283,90.417,7.411,121.771,0,1,1,1,0,0,148.1600037,55.22
M3G20090212T122313,OP1B,27992,-90.335,16.638,67.014,1,1,1,1,1,1,148.0360107,55.22
M3G20090212T135312,OP1B,283,89.342,7.212,121.709,0,1,1,1,0,0,147.9120026,55.27
M3G20090212T143253,OP1B,27796,-90.672,-18.074,67.334,1,1,1,1,1,1,148.0360107,55.32
M3G20090212T155112,OP1B,283,88.265,7.027,121.643,0,1,1,1,0,0,147.973999,55.36
M3G20090212T161932,OP1B,1265,-94.496,84.433,86.809,1,1,1,1,1,1,147.973999,55.41
M3G20090212T162141,OP1B,26731,-92.35,12.81,66.119,1,1,1,1,1,1,147.973999,55.41
M3G20090212T174912,OP1B,278,87.187,6.768,121.582,0,1,1,1,0,0,148.0360107,55.46
M3G20090212T182852,OP1B,10895,-93.387,25.898,62.663,1,1,1,1,1,1,147.7220001,55.46
M3G20090212T184721,OP1B,16900,-92.828,-45.684,70.423,1,1,1,1,1,1,147.6580048,55.46
M3G20090212T194713,OP1B,278,86.112,6.579,121.517,0,1,1,1,0,0,147.8500061,55.51
M3G20090212T201532,OP1B,12836,-94.873,55.246,73.11,1,1,1,1,1,1,147.7860107,55.56
M3G20090212T203719,OP1B,15155,-94.398,-16.468,62.19,1,1,1,1,1,1,147.5939941,55.56
M3G20090212T214512,OP1B,283,85.035,6.376,121.452,0,1,1,1,0,0,147.9120026,55.6
M3G20090212T222453,OP1B,25114,-95.456,-10.308,65.435,1,1,1,1,1,1,147.6580048,55.65
M3G20090212T230728,OP1B,2877,-89.041,-82.695,86.47,1,1,1,1,1,1,147.7220001,55.65
M3G20090212T234332,OP1B,283,83.959,7.196,121.307,0,1,1,1,0,0,147.8500061,55.65
M3G20090213T001153,OP1B,27992,-96.685,15.598,67.199,1,1,1,1,1,1,147.6580048,55.7
M3G20090213T014132,OP1B,282,82.889,7.191,121.233,0,1,1,1,0,0,147.8500061,55.75
M3G20090213T022112,OP1B,27603,-97.459,-17.523,67.492,1,1,1,1,1,1,147.5299988,55.8
M3G20090213T033912,OP1B,282,81.805,5.953,121.24,0,1,1,1,0,0,147.7860107,55.84
M3G20090213T040732,OP1B,27996,-98.894,17.015,67.468,1,1,1,1,1,1,147.7860107,55.89
M3G20090213T053713,OP1B,283,80.723,5.739,121.169,0,1,1,1,0,0,147.7220001,55.94
M3G20090213T061652,OP1B,27996,-99.589,-17.11,67.743,1,1,1,1,1,1,147.4680023,55.94
M3G20090213T073533,OP1B,283,79.641,6.54,121.026,0,1,1,1,0,0,147.7220001,55.99
M3G20090213T080353,OP1B,27991,-101.032,16.434,67.516,1,1,1,1,1,1,147.4680023,56.03
M3G20090213T093333,OP1B,277,78.557,6.298,120.956,0,1,1,1,0,0,147.6580048,56.08
M3G20090213T101313,OP1B,27794,-101.821,-17.176,67.777,1,1,1,1,1,1,147.4060059,56.13
M3G20090213T113133,OP1B,277,77.472,6.076,120.883,0,1,1,1,0,0,147.5939941,56.18
M3G20090213T115953,OP1B,27992,-103.188,16.846,67.677,1,1,1,1,1,1,147.4680023,56.18
M3G20090213T132932,OP1B,283,76.388,5.842,120.811,0,1,1,1,0,0,147.3439941,56.22
M3G20090213T140913,OP1B,27992,-103.998,-17.264,68.006,1,1,1,1,1,1,147.3439941,56.27
M3G20090213T152733,OP1B,283,75.301,5.633,120.735,0,1,1,1,0,0,147.2200012,56.32
M3G20090213T155552,OP1B,21095,-105.352,34.948,68.325,1,1,1,1,1,1,147.2200012,56.32
M3G20090213T172533,OP1B,282,74.217,5.433,120.66,0,1,1,1,0,0,147.4060059,56.41
M3G20090213T180532,OP1B,27760,-106.245,-17.251,68.023,1,1,1,1,1,1,147.0960083,56.41
M3G20090213T192333,OP1B,275,73.131,5.231,120.583,0,1,1,1,0,0,147.0339966,56.46
M3G20090213T195213,OP1B,27992,-107.437,16.659,67.874,1,1,1,1,1,1,147.1580048,56.46
M3G20090213T212133,OP1B,278,72.046,5.062,120.503,0,1,1,1,0,0,147.2819977,56.56
M3G20090213T220133,OP1B,10215,-108.429,28.203,63.996,1,1,1,1,1,1,146.9720001,56.6
M3G20090213T221852,OP1B,17776,-108.455,-43.664,70.736,1,1,1,1,1,1,146.9720001,56.6
M3G20090213T231933,OP1B,278,70.959,4.896,120.423,0,1,1,1,0,0,147.2200012,56.6
M3G20090213T234813,OP1B,12282,-109.528,57.177,74.289,1,1,1,1,1,1,146.9720001,56.6
M3G20090214T000903,OP1B,15708,-109.596,-14.322,63.119,1,1,1,1,1,1,146.9100037,56.65
M3G20090214T011732,OP1B,283,69.873,4.732,120.342,1,1,1,1,1,1,147.1580048,56.7
M3G20090214T013412,OP1B,19929,-47.442,62.028,82.391,1,1,1,1,1,1,147.0960083,56.7
M3G20090214T020800,OP1B,21823,-110.711,-32.821,68.812,1,1,1,1,1,1,146.9100037,56.74
M3G20090214T031533,OP1B,282,68.785,4.588,120.258,1,1,1,1,1,1,147.0960083,56.79
M3G20090214T034413,OP1B,27991,-111.692,17.458,68.169,1,1,1,1,1,1,146.9100037,56.79
M3G20090214T051333,OP1B,283,67.695,4.447,120.172,1,1,1,1,1,1,147.0339966,56.84
M3G20090214T055332,OP1B,27995,-112.893,-16.58,68.425,1,1,1,1,1,1,146.7900085,56.89
M3G20090214T071113,OP1B,278,66.609,3.272,120.137,1,1,1,1,1,1,146.9720001,56.93
M3G20090214T074013,OP1B,1520,-113.188,85.233,87.103,1,1,1,1,1,1,146.8500061,56.93
M3G20090214T074247,OP1B,26610,-113.856,13.602,67.288,1,1,1,1,1,1,146.7900085,56.93
M3G20090214T090913,OP1B,277,65.519,3.119,120.049,1,1,1,1,1,1,146.9100037,57.03
M3G20090214T094953,OP1B,13729,-114.924,19.452,63.381,1,1,1,1,1,1,146.6699982,57.03
M3G20090214T101310,OP1B,13458,-115.3,-53.379,73.959,1,1,1,1,1,1,146.7299957,57.08
M3G20090415T201923,OP2A,233,169.741,-80.774,96.002,0,1,1,1,0,0,145.8760071,60.2
M3G20090415T202222,OP2A,28289,-9.773,-16.973,69.333,1,1,1,1,1,1,145.8139954,60.2
M3G20090415T221723,OP2A,228,163.991,-80.847,96.615,0,1,1,1,0,0,145.9380035,60.11
M3G20090415T222023,OP2A,28288,-10.049,-16.88,69.35,1,1,1,1,1,1,145.9380035,60.11
M3T20090416T001519,OP2A,482,163.051,-80.83,96.617,0,1,1,1,0,0,,
M3T20090416T005419,OP2A,3665,-13.829,24.768,62.001,0,1,1,1,0,0,,
M3T20090416T005726,OP2A,1637,-13.943,31.682,63.567,0,1,1,1,0,0,,
M3T20090416T021319,OP2A,483,161.882,-80.963,96.566,0,1,1,1,0,0,,
M3T20090416T030059,OP2A,2835,-15.426,50.383,69.653,0,1,1,1,0,0,,
M3T20090416T030323,OP2A,2475,-15.661,57.288,72.45,0,1,1,1,0,0,,
M3T20090416T041059,OP2A,493,161.136,-80.081,97.016,0,1,1,1,0,0,,
M3T20090416T045859,OP2A,1191,-16.437,48.343,68.819,0,1,1,1,0,0,,
M3T20090416T050000,OP2A,1081,-16.523,51.303,69.959,0,1,1,1,0,0,,
M3T20090416T050055,OP2A,3038,-16.712,56.66,72.152,0,1,1,1,0,0,,
M3G20090416T060901,OP2A,233,159.961,-80.269,96.938,0,1,1,1,0,0,146,59.82
M3G20090416T062321,OP2A,24315,-16.822,6.854,65.834,1,1,1,1,1,1,146,59.82
M3G20090416T070435,OP2A,3579,-22.074,79.451,82.686,1,1,1,1,1,1,146.1800079,59.78
M3G20090416T080701,OP2A,232,158.798,-80.42,96.877,0,1,1,1,0,0,146.1800079,59.73
M3G20090416T081001,OP2A,18517,-13.504,-42.907,71.942,1,1,1,1,1,1,146.1199951,59.73
M3G20090416T084125,OP2A,9967,-18.248,31.268,64.142,1,1,1,1,1,1,146.0599976,59.73
M3G20090416T100501,OP2A,233,157.632,-80.576,96.814,0,1,1,1,0,0,146.2400055,59.63
M3G20090416T101921,OP2A,19886,-18.715,-4.473,64.09,1,1,1,1,1,1,146.1800079,59.63
M3G20090416T122603,OP2A,10,-19.466,-26.759,64.151,1,1,1,1,1,1,146.1800079,59.58
M3G20090416T122951,OP2A,14430,-20.207,19.808,62.878,1,1,1,1,1,1,146.1800079,59.58
M3G20090416T140101,OP2A,227,155.314,-80.868,96.693,0,1,1,1,0,0,146.423996,59.48
M3G20090416T141521,OP2A,782,-19.895,-53.967,74.397,1,1,1,1,1,1,146.3619995,59.48
M3G20090416T143454,OP2A,16366,-22.845,46.594,69.777,1,1,1,1,1,1,146.2400055,59.48
M3G20090416T155900,OP2A,233,154.158,-81.017,96.631,0,1,1,1,0,0,146.3000031,59.43
M3G20090416T160201,OP2A,26239,-19.854,-22.357,68.853,1,1,1,1,1,1,146.3000031,59.39
M3G20090416T164631,OP2A,2049,-22.98,51.262,69.706,1,1,1,1,1,1,146.423996,59.39
M3G20090416T175701,OP2A,232,152.994,-81.185,96.556,0,1,1,1,0,0,146.6100006,59.34
M3G20090416T181121,OP2A,27896,-24.106,16.824,67.733,1,1,1,1,1,1,146.6100006,59.34
M3G20090416T195441,OP2A,233,152.28,-80.343,96.993,0,1,1,1,0,0,146.6100006,59.29
M3G20090416T195741,OP2A,1387,18.681,-87.166,90.841,1,1,1,1,1,1,146.6100006,59.29
M3G20090416T200002,OP2A,3031,-20.95,-76.089,85.021,1,1,1,1,1,1,146.423996,59.24
M3G20090416T203919,OP2A,3932,-25.014,46.607,67.889,1,1,1,1,1,1,146.423996,59.24
M3G20090416T215241,OP2A,232,151.142,-80.508,96.919,0,1,1,1,0,0,146.6699982,59.19
M3G20090416T220701,OP2A,24272,-25.413,6.651,65.326,1,1,1,1,1,1,146.423996,59.15
M3G20090416T224811,OP2A,3814,-32.22,79.731,82.734,1,1,1,1,1,1,146.5480042,59.15
M3G20090416T235041,OP2A,233,150.016,-80.672,96.843,0,1,1,1,0,0,146.6699982,59.15
M3G20090416T235340,OP2A,17214,-22.302,-46.255,72.514,1,1,1,1,1,1,146.4860077,59.15
M3G20090417T002252,OP2A,11059,-26.817,27.188,62.9,1,1,1,1,1,1,146.3619995,59.1
M3T20090417T014839,OP2A,492,148.583,-80.771,96.844,0,1,1,1,0,0,,
M3T20090417T021019,OP2A,4685,-26.97,-27.733,64.034,0,1,1,1,0,0,,
M3T20090417T021417,OP2A,628,-27.093,-20.834,62.083,0,1,1,1,0,0,,
M3T20090417T034639,OP2A,493,147.462,-80.935,96.767,0,1,1,1,0,0,,
M3T20090417T042619,OP2A,5299,-28.966,28.447,61.906,0,1,1,1,0,0,,
M3G20090417T054440,OP2A,233,146.366,-81.122,96.671,0,1,1,1,0,0,146.6100006,58.86
M3G20090417T055901,OP2A,27257,-30.204,15.006,66.916,1,1,1,1,1,1,146.6100006,58.86
M3G20090417T064521,OP2A,571,-47.964,87.62,86.736,1,1,1,1,1,1,146.4860077,58.86
M3G20090417T074241,OP2A,233,145.262,-81.278,96.595,0,1,1,1,0,0,146.4860077,58.81
M3G20090417T074540,OP2A,28289,-29.093,-16.914,68.423,1,1,1,1,1,1,146.4860077,58.81
M3G20090417T094021,OP2A,227,144.655,-80.41,97.041,0,1,1,1,0,0,146.9720001,58.71
M3G20090417T095500,OP2A,27896,-32.806,16.918,67.259,1,1,1,1,1,1,146.9720001,58.71
M3G20090417T113820,OP2A,233,143.546,-80.554,96.974,0,1,1,1,0,0,146.7900085,58.61
M3G20090417T114121,OP2A,28483,-30.594,-17.117,68.416,1,1,1,1,1,1,146.7900085,58.61
M3G20090417T133620,OP2A,232,142.526,-80.695,96.896,0,1,1,1,0,0,146.8500061,58.57
M3G20090417T135100,OP2A,9928,-33.482,-29.512,64.892,1,1,1,1,1,1,146.7299957,58.57
M3G20090417T142240,OP2A,5658,-35.138,56.526,71.579,1,1,1,1,1,1,146.7900085,58.52
M3G20090417T143428,OP2A,689,-49.037,85.062,85.447,1,1,1,1,1,1,146.9100037,58.52
M3G20090417T153420,OP2A,233,141.433,-80.801,96.847,0,1,1,1,0,0,147.0339966,58.47
M3G20090417T153721,OP2A,11512,-29.71,-60.872,77.542,1,1,1,1,1,1,147.0339966,58.47
M3G20090417T155652,OP2A,16972,-35.267,13.041,61.949,1,1,1,1,1,1,147.0339966,58.47
M3G20090417T173220,OP2A,233,140.39,-80.934,96.776,0,1,1,1,0,0,146.9100037,58.37
M3G20090417T174641,OP2A,3009,-35.318,-48.196,71.154,1,1,1,1,1,1,146.9100037,58.37
M3G20090417T175147,OP2A,24886,-37.176,24.317,66.481,1,1,1,1,1,1,146.8500061,58.37
M3G20090417T193020,OP2A,233,139.351,-81.063,96.707,0,1,1,1,0,0,146.9720001,58.33
M3G20090417T193320,OP2A,1017,0.338,-87.572,90.863,1,1,1,1,1,1,146.9100037,58.33
M3G20090417T193504,OP2A,26579,-36.705,-16.243,67.125,1,1,1,1,1,1,146.9100037,58.33
M3G20090417T202009,OP2A,886,-38.218,55.211,70.732,1,1,1,1,1,1,147.0339966,58.28
M3T20090417T212819,OP2A,493,138.338,-81.144,96.661,0,1,1,1,0,0,,
M3T20090417T220139,OP2A,3504,-38.411,6.942,58.086,0,1,1,1,0,0,,
M3T20090417T232619,OP2A,483,137.318,-81.266,96.594,0,1,1,1,0,0,,
M3T20090418T012419,OP2A,494,136.348,-81.385,96.521,0,1,1,1,0,0,,
M3T20090418T020639,OP2A,111,-40.897,30.474,61.597,0,1,1,1,0,0,,
M3T20090418T020644,OP2A,2435,-40.947,33.793,62.564,0,1,1,1,0,0,,
M3T20090418T020848,OP2A,1961,-41.04,39.522,64.415,0,1,1,1,0,0,,
M3T20090418T021028,OP2A,793,-41.108,43.112,65.694,0,1,1,1,0,0,,
M3T20090418T032219,OP2A,493,135.323,-81.523,96.445,0,1,1,1,0,0,,
M3T20090418T034459,OP2A,2958,-41.271,-26.052,62.405,0,1,1,1,0,0,,
M3T20090418T034729,OP2A,2354,-41.362,-19.143,60.539,0,1,1,1,0,0,,
M3T20090418T051959,OP2A,493,134.678,-80.654,96.897,0,1,1,1,0,0,,
M3T20090418T054939,OP2A,1160,-42.593,-7.774,58.362,0,1,1,1,0,0,,
M3T20090418T055038,OP2A,2671,-42.65,-2.77,57.891,0,1,1,1,0,0,,
M3T20090418T071759,OP2A,493,133.686,-80.798,96.814,0,1,1,1,0,0,,
M3T20090418T074719,OP2A,4520,-43.723,-4.246,57.958,0,1,1,1,0,0,,
M3T20090418T075109,OP2A,792,-43.798,2.674,57.561,0,1,1,1,0,0,,
M3T20090418T091559,OP2A,401,132.767,-80.813,96.795,0,1,1,1,0,0,,
M3T20090418T111359,OP2A,493,131.793,-81.048,96.658,0,1,1,1,0,0,,
M3T20090418T114319,OP2A,3854,-45.894,-4.762,57.81,0,1,1,1,0,0,,
M3T20090418T114635,OP2A,1448,-45.963,2.146,57.401,0,1,1,1,0,0,,
M3G20090418T131200,OP2A,233,130.862,-81.204,96.56,0,1,1,1,0,0,147.4060059,57.6
M3G20090418T132620,OP2A,26990,-47.345,14.652,65.783,1,1,1,1,1,1,147.3439941,57.6
M3G20090418T151350,OP2A,28002,-47.731,-14.805,66.983,1,1,1,1,1,1,147.4060059,57.51
M3G20090418T170800,OP2A,232,129.075,-81.442,96.399,0,1,1,1,0,0,147.6580048,57.46
M3G20090418T172221,OP2A,13886,-49.016,-19.151,61.933,1,1,1,1,1,1,147.6580048,57.46
M3G20090418T174554,OP2A,14004,-50.451,53.41,70.797,1,1,1,1,1,1,147.6580048,57.42
M3G20090418T190600,OP2A,233,128.193,-81.546,96.325,0,1,1,1,0,0,147.5939941,57.37
M3G20090418T190900,OP2A,21311,-49.474,-34.496,68.171,1,1,1,1,1,1,147.4680023,57.37
M3G20090419T005930,OP2A,233,125.475,-80.189,97.048,0,1,1,1,0,0,147.7860107,57.12
M3G20090419T011345,OP2A,1922,-53.104,-51.774,71.685,1,1,1,1,1,1,147.5939941,57.12
M3G20090419T011701,OP2A,9042,-53.37,-23.205,61.452,1,1,1,1,1,1,147.5939941,57.12
M3G20090419T013221,OP2A,17026,-54.185,44.641,67.947,1,1,1,1,1,1,147.5299988,57.12
M3G20090419T025730,OP2A,233,124.564,-80.267,96.992,0,1,1,1,0,0,147.6580048,57.07
M3G20090419T030030,OP2A,22347,-51.581,-32.988,67.844,1,1,1,1,1,1,147.6580048,57.02
M3G20090419T033824,OP2A,5936,-54.905,40.652,64.501,1,1,1,1,1,1,147.5939941,57.02
M3G20090419T045530,OP2A,232,123.652,-80.341,96.938,0,1,1,1,0,0,147.8500061,56.98
M3G20090419T050945,OP2A,27845,-55.918,15.915,65.91,1,1,1,1,1,1,147.7220001,56.98
M3G20090419T065330,OP2A,228,122.743,-80.399,96.893,0,1,1,1,0,0,147.9120026,56.93
M3G20090419T065630,OP2A,28273,-54.672,-17.375,67.003,1,1,1,1,1,1,147.9120026,56.88
M3T20090419T112437,OP2A,2777,-59.013,11.415,56.826,0,1,1,1,0,0,,
M3G20090419T124730,OP2A,232,119.975,-80.574,96.763,0,1,1,1,0,0,148.0980072,56.69
M3G20090419T130145,OP2A,27846,-60.141,16.217,65.73,1,1,1,1,1,1,147.973999,56.64
M3G20090419T144530,OP2A,233,119.056,-80.626,96.723,0,1,1,1,0,0,148.0360107,56.6
M3G20090419T144815,OP2A,28434,-58.539,-17.484,66.847,1,1,1,1,1,1,148.0360107,56.6
M3G20090419T164315,OP2A,232,118.107,-79.901,97.113,0,1,1,1,0,0,148.0980072,56.5
M3G20090419T165745,OP2A,10873,-62.148,-27.863,62.48,1,1,1,1,1,1,148.0360107,56.5
M3G20090419T171612,OP2A,16972,-62.32,44.672,67.658,1,1,1,1,1,1,147.973999,56.5
M3G20090419T184115,OP2A,233,117.148,-79.956,97.077,0,1,1,1,0,0,147.973999,56.45
M3G20090419T184415,OP2A,2886,-40.106,-83.79,88.15,1,1,1,1,1,1,147.973999,56.45
M3G20090419T184909,OP2A,20227,-63.272,-23.72,64.105,1,1,1,1,1,1,147.973999,56.45
M3G20090419T192327,OP2A,5319,-63.419,42.868,64.94,1,1,1,1,1,1,148.0980072,56.4
M3G20090419T203915,OP2A,232,116.185,-80.009,97.042,0,1,1,1,0,0,148.0980072,56.35
M3G20090419T205345,OP2A,6528,-64.328,-39.105,65.654,1,1,1,1,1,1,148.0980072,56.35
M3G20090419T210449,OP2A,21317,-64.386,33.468,65.503,1,1,1,1,1,1,148.0980072,56.3
M3G20090419T223715,OP2A,233,115.22,-80.059,97.009,0,1,1,1,0,0,148.4160004,56.25
M3G20090419T224015,OP2A,25988,-63.087,-23.634,66.448,1,1,1,1,1,1,148.4160004,56.25
M3G20090419T232419,OP2A,2461,-65.54,50.48,67.919,1,1,1,1,1,1,148.2879944,56.25
M3T20090420T003514,OP2A,492,114.11,-80.033,97.039,0,1,1,1,0,0,,
M3T20090420T011613,OP2A,3626,-66.623,30.122,60.109,0,1,1,1,0,0,,
M3T20090420T011918,OP2A,1355,-66.625,36.604,62.208,0,1,1,1,0,0,,
M3T20090420T012027,OP2A,331,-66.628,38.798,63.002,0,1,1,1,0,0,,
M3T20090420T023314,OP2A,483,113.132,-80.071,97.015,0,1,1,1,0,0,,
M3T20090420T031414,OP2A,4734,-67.698,31.623,60.532,0,1,1,1,0,0,,
M3T20090420T031814,OP2A,568,-67.698,38.516,62.848,0,1,1,1,0,0,,
M3T20090420T043113,OP2A,494,112.149,-80.11,96.991,0,1,1,1,0,0,,
M3T20090420T051214,OP2A,1222,-68.769,27.11,59.092,0,1,1,1,0,0,,
M3T20090420T051311,OP2A,84,-68.77,28.591,59.503,0,1,1,1,0,0,,
M3T20090420T051316,OP2A,1193,-68.771,30.256,59.998,0,1,1,1,0,0,,
M3T20090420T051417,OP2A,1288,-68.773,33.486,61.024,0,1,1,1,0,0,,
M3T20090420T051522,OP2A,731,-68.773,36.115,61.922,0,1,1,1,0,0,,
M3T20090420T051559,OP2A,491,-68.773,37.706,62.494,0,1,1,1,0,0,,
M3T20090420T071014,OP2A,2695,-69.852,29.076,59.596,0,1,1,1,0,0,,
M3T20090420T071231,OP2A,2608,-69.847,35.975,61.832,0,1,1,1,0,0,,
M3T20090420T085559,OP2A,3886,-70.908,-7.013,56.048,0,1,1,1,0,0,,
M3T20090420T102514,OP2A,493,109.135,-80.257,96.911,0,1,1,1,0,0,,
M3T20090420T105359,OP2A,1362,-71.993,-10.261,56.351,0,1,1,1,0,0,,
M3T20090420T105508,OP2A,1359,-71.994,-6.706,55.887,0,1,1,1,0,0,,
M3G20090420T122315,OP2A,233,108.105,-80.347,96.865,0,1,1,1,0,0,148.7360077,55.73
M3G20090420T122615,OP2A,14768,-70.083,-52.615,72.151,1,1,1,1,1,1,148.5439911,55.73
M3G20090420T125118,OP2A,13520,-73.081,21.172,59.492,1,1,1,1,1,1,148.4799957,55.73
M3T20090420T142114,OP2A,482,107.047,-80.337,96.879,0,1,1,1,0,0,,
M3T20090420T145059,OP2A,5303,-74.168,-1.958,55.418,0,1,1,1,0,0,,
M3T20090420T161913,OP2A,219,105.963,-80.028,97.06,0,1,1,1,0,0,,
M3T20090420T161925,OP2A,273,106.016,-80.667,96.701,0,1,1,1,0,0,,
M3T20090420T164859,OP2A,1713,-75.25,-6.596,55.628,0,1,1,1,0,0,,
M3T20090420T165026,OP2A,2660,-75.252,-0.882,55.213,0,1,1,1,0,0,,
M3G20090420T181715,OP2A,233,104.939,-80.484,96.812,0,1,1,1,0,0,148.9279938,55.48
M3G20090420T183130,OP2A,12910,-76.346,-22.743,60.583,1,1,1,1,1,1,148.9279938,55.48
M3G20090420T185324,OP2A,14089,-76.184,47.678,67.597,1,1,1,1,1,1,148.9279938,55.48
M3G20090420T191718,OP2A,844,-73.634,86.406,86.562,1,1,1,1,1,1,148.9279938,55.44
M3G20090420T201515,OP2A,232,103.891,-80.549,96.782,0,1,1,1,0,0,148.9279938,55.39
M3G20090420T201815,OP2A,21368,-75.9,-35.199,66.841,1,1,1,1,1,1,148.9279938,55.39
M3G20090421T001100,OP2A,233,101.77,-79.904,97.154,0,1,1,1,0,0,149.0559998,55.24
M3G20090421T001400,OP2A,28289,-77.661,-17.789,65.852,1,1,1,1,1,1,149.0559998,55.24
M3T20090421T020859,OP2A,492,100.773,-79.928,97.14,0,1,1,1,0,0,,
M3T20090421T023229,OP2A,120,-80.682,-28.474,60.281,0,1,1,1,0,0,,
M3T20090421T023235,OP2A,3822,-80.673,-23.32,58.686,0,1,1,1,0,0,,
M3T20090421T040659,OP2A,493,99.793,-79.981,97.108,0,1,1,1,0,0,,
M3T20090421T042859,OP2A,4603,-81.766,-27.199,59.837,0,1,1,1,0,0,,
M3T20090421T043253,OP2A,699,-81.753,-20.266,57.723,0,1,1,1,0,0,,
M3T20090421T060459,OP2A,493,98.816,-80.026,97.079,0,1,1,1,0,0,,
M3T20090421T063144,OP2A,1394,-82.833,-16.697,56.777,0,1,1,1,0,0,,
M3T20090421T063255,OP2A,3310,-82.823,-10.54,55.628,0,1,1,1,0,0,,
M3T20090421T063543,OP2A,597,-82.816,-5.424,54.948,0,1,1,1,0,0,,
M3G20090421T080300,OP2A,228,97.836,-80.091,97.039,0,1,1,1,0,0,149.3760071,54.91
M3G20090421T080600,OP2A,8697,-78.985,-68.726,79.345,1,1,1,1,1,1,149.3760071,54.91
M3G20090421T082045,OP2A,19589,-83.868,5.077,59.527,1,1,1,1,1,1,149.1839905,54.91
M3T20090421T100058,OP2A,493,96.829,-80.074,97.05,0,1,1,1,0,0,,
M3T20090421T102544,OP2A,2495,-85.006,-21.367,57.814,0,1,1,1,0,0,,
M3T20090421T102751,OP2A,2807,-84.99,-14.425,56.161,0,1,1,1,0,0,,
M3T20090421T115858,OP2A,493,95.809,-80.103,97.036,0,1,1,1,0,0,,
M3T20090421T122429,OP2A,2298,-86.083,-19.268,57.182,0,1,1,1,0,0,,
